HC16 HC13 HC06 HC03 RRMS18 RRMS16 SPMS10 SPMS03
circ_10279 0 0 0 10.0416153922294 16.9657542565537 0 0 0
circ_1028 0 0 0 0 0 0 0 0
circ_10280 0 0 0 0 3.5115706400282 0 0 9.54383315891145
circ_10281 0 27.8841877699038 42.8339950847862 0 109.406392962463 0 0 49.5578981595763
circ_10282 0 0 0 0 0 0 9.83682880337256 0
circ_10283 0 0 0 0 6.80538221350044 0 8.39633723774279 0
circ_10284 0 4.95358513816016 1.12731800339167 2.840401419519 1.91959363473795 2.65058796424409 0 1.30427971275983
circ_10285 0 0 0 2.95653156698523 4.99519111795802 0 0 0
circ_10286 0 0 0 0 0 0 0 0
circ_10287 195.007053131167 91.4838236610539 149.900684373366 113.307367237987 103.69548518872 176.225762667055 118.09597435964 65.0368022716666
circ_10288 13.6681106175243 0 0 0 0 0 0 0
circ_10289 0 38.4609486481432 15.7550326748639 31.7572270039965 16.7672632892664 22.226257289581 28.9619348038951 27.3422886397662
circ_1029 0 0 0 0 0 0 0 0
circ_10290 9.3525852536961 7.89765520525804 10.1099150719057 24.4541188499243 5.16453970256399 20.9182793436108 19.1157009231968 14.0363131819126
circ_10291 0 0 0 0 0 0 0 0
circ_10292 0 0 0 0 0 0 0 0
circ_10293 0 0 0 0 0 0 0 0
circ_10294 0 12.7146220060223 0 0 0 0 0 0
circ_10295 0 0 5.07259577001961 0 0 0 0 0
circ_10296 0 0 9.48619793266311 0 0 0 0 0
circ_10297 0 5.14661288326992 7.90591401709103 13.2798786318082 22.4369435219023 7.43546026125854 0 21.3428871670177
circ_10298 8.77298842107268 0 0 0 12.9186232559911 0 0 13.1664571537377
circ_10299 21.5334086245034 18.183575139617 0 0 15.8544603096178 0 0 0
circ_103 0 0 0 0 0 0 0 0
circ_1030 0 0 0 0 0 0 0 0
circ_10300 0 0 0 0 0 0 0 0
circ_10301 0 23.0269421583722 23.5817263262479 0 0 0 0 0
circ_10302 0 0 7.50657857238637 0 0 0 0 0
circ_10303 0 0 0 0 0 1.17412187812571 0 0
circ_10304 0 0 3.71204135707503 0 0 0 0 3.22105667193648
circ_10305 62.3933012443433 105.374239737806 129.495603866616 130.511353828318 91.8769652695695 81.1931771984358 68.0135187634281 62.4263696766208
circ_10306 6.49063343499202 5.48092142897372 4.49037786310616 3.39419993777359 1.91155040939057 6.33475637737445 2.35843063338142 3.89644408134261
circ_10307 0 0 0 0 0 0 0 1.38470029628067
circ_10308 0 0 0 929.256516297124 0 0 0 0
circ_10309 0 4.84440904378887 0 5.00003910171507 0 9.33181019603919 0 5.73990133802745
circ_1031 0 0 0 5.85399962025998 12.3632397647077 5.46279861343619 0 13.4404469923512
circ_10310 0 0 0 0 0 0 0 0
circ_10311 0 0 0 0 0 0 0 0
circ_10312 20.456490055359 28.7903114102717 35.380741734011 0 15.0615545969681 0 24.7768384402071 13.6448879929263
circ_10313 24.9257821820283 0 0 0 0 0 0 0
circ_10314 0 122.873273320494 209.722730032614 169.094218539313 71.4230441489014 157.794281260239 0 242.644135251259
circ_10315 0 0 0 0 0 0 0 0
circ_10316 0 0 0 0 0 0 0 0
circ_10317 0 0 0 0 0 0 0 0
circ_10318 126.020885494846 94.5924552459397 66.5991253440057 73.2234784493474 72.1666820908208 119.57789534688 50.8787042082625 21.0146127548416
circ_10319 0 0 0 0 0 0 0 0
circ_1032 14.5104970328924 19.2549957724495 17.926275530007 14.4535098870568 35.1035279692106 23.6033623268135 11.2982591598184 8.29610719558707
circ_10320 0 0 0 26.6806707990121 0 0 0 0
circ_10321 0 0 0 0 0 0 0 0
circ_10322 0 0 0 0 36.8752068817857 0 0 0
circ_10323 0 0 0 0 0 0 0 0
circ_10324 0 0 0 0 0 0 0 0
circ_10325 0 0 0 0 0 0 0 0
circ_10326 19.0653643676868 17.1727689607931 9.89241161507906 12.1855636910257 13.1014863182322 12.4049976246343 18.4735289959719 16.5320731380916
circ_10327 0 0 0 0 0 0 0 0
circ_10328 0 0 0 0 0 0 0 0
circ_10329 0 3.9323573214502 0 0 0 0 0 0
circ_1033 0 12.5397672364153 0 0 10.9335617674237 0 0 0
circ_10330 0 5.48380865711892 0 0 0 0 0 0
circ_10331 0 0 0 0 0 0 0 0
circ_10332 2.78137752762093 0 3.60792099609574 0 0 4.52430136633352 0 0
circ_10333 0 0 0 0 0 0 0 0
circ_10334 7.79217894392089 0 4.49234888314967 0 5.73716841333024 6.33753697450261 14.1567951003501 0
circ_10335 0 0 0 0 0 0 0 0
circ_10336 0 0 0 0 0 0 0 0
circ_10337 0 28.7947355841343 34.4032292446893 39.6263823699503 46.0284888819754 27.7337240401687 15.4879036676996 17.0587309838572
circ_10338 0 0 0 0 0 0 0 0
circ_10339 33.4315293221103 0 0 0 24.6147214298474 108.762159964684 30.3691248565138 0
circ_1034 0 0 0 0 19.5934776627225 0 0 15.9754908260408
circ_10340 0 0 0 0 0 0 0 0
circ_10341 38.4245499351527 50.988229064967 33.2287961869856 31.0973365727447 52.5403283952493 26.7869698243262 49.8639619629215 16.4763921153916
circ_10342 0 0 0 0 0 0 0 0
circ_10343 1.64967401450056 1.39304333659514 0 2.15669375471803 0 1.34171329200928 0 0
circ_10344 0 0 0 0 0 1.95258259430269 4.36168054170962 0
circ_10345 0 5.6182217768909 8.63037094579905 8.69806667210879 12.2464742890797 5.41120483296299 0 0
circ_10346 0 0 312.026500780231 0 0 0 0 0
circ_10347 0 0 0 0 0 0 0 0
circ_10348 0 0 0 0 0 0 0 0
circ_10349 0 0 117.009937792587 0 0 0 0 0
circ_1035 0 0 0 0 0 0 0 0
circ_10350 0 0 0 0 0 0 0 0
circ_10351 0 0 0 0 0 0 0 0
circ_10352 11.6552702186597 0 7.55943659562111 0 0 7.10960051965326 0 5.83072375431428
circ_10353 0 0 0 14.6766467428829 0 0 0 0
circ_10354 73.4166338711355 0 0 0 0 0 0 0
circ_10355 0 0 0 0 0 0 0 0
circ_10356 0 0 0 111.150294513988 0 155.583801027067 0 0
circ_10357 0 0 0 0 0 0 0 0
circ_10358 0 0.972338285340876 0 0 0 0 0 0
circ_10359 0 0 0 0 0 0 0 0
circ_1036 0 0 0 0 0 0 0 0
circ_10360 3.49975200497606 0 0 0 6.0124674417595 0 0 0
circ_10361 0 0 0 45.8569087028664 0 0 0 0
circ_10362 0 0 0 0 0 0 0 0
circ_10363 0 0 0 0 0 0 0 0
circ_10364 0 0 0 0 0 0 0 0
circ_10365 0 0 0 0 0 0 0 0
circ_10366 5.16756675400709 0 2.23440512304418 0 0 3.15216503696442 0 0
circ_10367 0 2.00092625872291 0 0 0 0 0 0
circ_10368 0 0 0.687902057131536 0 0 2.26438579958468 0.722598112570801 0.795886071883036
circ_10369 0 0 0 0 0 0 0 0
circ_1037 0 0 0 0 15.1033245658065 0 12.4227758252899 0
circ_10370 0 289.672257876334 148.325640950602 298.978183504292 189.426334481869 139.499292128617 233.710221721867 429.022963777588
circ_10371 0 0 0 0 0 0 0 0
circ_10372 1.71574643554796 0.96589149060885 0 0 0 0 0 0
circ_10373 0 0 0 0 0 0 0 2.28450258532594
circ_10374 0 0 0 0 0 0 0 0
circ_10375 0 0 0 6.61088745357508 0 0 0 0
circ_10376 0 0 6.50440803253426 0 0 0 0 0
circ_10377 0 107.075281036431 0 0 0 0 0 0
circ_10378 0 0 0 0 0 0 0 74.099085108019
circ_10379 0 0 0 7.89958184230936 0 0 0 0
circ_1038 108.476272960835 0 0 0 0 44.1129750544205 0 54.2668826776418
circ_10380 0 0 0 0 0 0 0 0
circ_10381 0 0 0 0 0 0 0 0
circ_10382 0 7.14754176565121 7.31974626347559 11.0657423804514 0 0 0 0
circ_10383 0 0 0 0 0 0 0 0
circ_10384 0 0 0 0 0 0 0 0
circ_10385 0 0 8.21913686603885 0 0 0 0 0
circ_10386 0 0 0 0 0 0 0 0
circ_10387 0 0 0 0 0 0 4.18574606728153 0
