"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"chr6:18212488|18213781",23.7444361455071,0.761759523417192,0.165956052563805,4.59012799864179,4.42974279326307e-06,0.0439740567087225
"chr1:32279671|32280210",10.1683372458276,-0.838458817743272,0.197631639403881,-4.24253333257936,2.21010702618452e-05,0.097493679062722
"chr7:48410520|48427871",2.0509022322916,2.52252978990265,0.603826145075495,4.17757629489075,2.9463184969091e-05,0.097493679062722
"chr7:23611171|23611553",141.898604310183,0.295310017155353,0.0746671240647847,3.9550206446833,7.65280431914755e-05,0.189923471190444
"chr15:50583089|50592626",6.42283238870117,0.837112583261329,0.227629554755994,3.67752150707612,0.000235511223903453,0.405233163326562
"chrX:148661908|148662768",159.905013099327,0.572919664089161,0.158039913784869,3.62515803994328,0.000288784794268593,0.405233163326562
"chr14:76166663|76180849",3.74930238360157,-1.15711580370085,0.32067968305264,-3.60832277457037,0.000308182927116578,0.405233163326562
"chr4:37631385|37638504",193.119816543578,0.339507136566401,0.0949418548658092,3.57594800571635,0.000348961009453223,0.405233163326562
"chr4:102722871|102726683",24.728061690053,0.48208136166788,0.13532249231463,3.56246292410149,0.000367391807186366,0.405233163326562
"chrX:148651999|148662768",27.0790742621677,0.442435626298333,0.126851732319369,3.4878169829359,0.000486981294786791,0.483426331334847
"chr16:4671391|4673657",3.24880683889674,1.23844381735521,0.366504536641729,3.3790681793547,0.000727319682693416,0.566829835321729
"chr5:50778069|50797233",12.2279192005024,-0.571980261030956,0.169523902805153,-3.37403900904981,0.00074073869890868,0.566829835321729
"chr19:18539371|18539720",20.6967863601329,-0.431436969477651,0.128074405635905,-3.36864315188904,0.000755391589527055,0.566829835321729
"chr21:33426884|33432871",5.59612274720441,0.921055740079281,0.276244955237785,3.33419931338278,0.000855453352630623,0.566829835321729
"chr15:52405287|52410476",1.13127562479983,2.66207080199273,0.801704479443116,3.32051381806158,0.000898519110398185,0.566829835321729
"chr12:94169153|94186473",97.2148813403633,0.463576219624868,0.139805484330437,3.31586576767749,0.000913596994575165,0.566829835321729
"chr3:151116338|151127984",17.790896601231,-0.511684908339988,0.155770220963862,-3.28486988831259,0.00102029476377839,0.567022927592619
"chr19:29985223|29986417",20.062745213162,-0.563301387956094,0.171680575426886,-3.28110146739336,0.00103402538261952,0.567022927592619
"chr7:6814764|6823360",22.646398258275,0.490031183923027,0.150254599060447,3.26133900051799,0.0011088738323294,0.567022927592619
"chr2:47838859|47839769",3.00014040278554,-1.215676703269,0.373722278274422,-3.25288797039906,0.001142385267639,0.567022927592619
"chr6:130175841|130184623",10.1870975667845,-0.741515776567284,0.230189343346607,-3.22132973571564,0.00127597252976594,0.573494836792061
"chr21:33432177|33432871",52.3214549662976,0.443600335685495,0.137925106777884,3.21624065442902,0.00129881867220214,0.573494836792061
"chr13:60439688|60467379",14.5200003063984,-0.453494064866624,0.141288634991184,-3.20969952675189,0.00132873791137478,0.573494836792061
"chr12:98677425|98686873",14.4969671068776,0.509979453852332,0.160842047755231,3.17068491087864,0.00152080005922849,0.625743542462931
"chr1:17341943|17342402",9.65904982551247,0.749192506665152,0.237945295077833,3.14859138702485,0.00164059417089736,0.625743542462931
"chr21:31700995|31705467",1.64713788905602,2.25943641646231,0.718231724054243,3.14583210514336,0.00165615048055295,0.625743542462931
"chr15:89888521|89889140",2.96542251299311,1.29712360806883,0.413380013531539,3.13784790171009,0.00170193166581033,0.625743542462931
"chr1:155853276|155853806",34.9743684418697,-0.388197778864936,0.125049764410793,-3.10434634318616,0.00190699953386846,0.67609944188258
"chr4:15636494|15644708",1.61276957775804,2.11332995745516,0.68548423873361,3.08297381331394,0.00204943188357357,0.70154173476672
"chr16:53873786|53888951",8.61528427191842,-0.616091849198923,0.201767130094679,-3.05347976605418,0.00226203975822943,0.714570636008058
"chr22:50372020|50394135",13.2264069998114,-0.478443367449996,0.157344118628854,-3.04074516174677,0.00235993478604582,0.714570636008058
"chr7:48410520|48412583",9.16761597422506,0.916425838049682,0.303058474596152,3.02392414292617,0.00249518994231061,0.714570636008058
"chr1:26268483|26269614",4.84364356471636,0.878315236756004,0.290651819528145,3.0218810884511,0.0025120920986773,0.714570636008058
"chr2:72718103|72733118",16.1162128600439,-0.466668265053777,0.154637056797424,-3.01782945639683,0.00254592136593788,0.714570636008058
"chr6:144487548|144493456",9.8125049099688,-0.623581428447905,0.207656905508054,-3.00294096612029,0.00267384292798986,0.714570636008058
"chr5:95755396|95763620",28.3735409224675,-0.432917994716205,0.144736318943588,-2.99108059315048,0.00277992114773645,0.714570636008058
"chr16:27346467|27352696",7.82114032705659,0.789006203126765,0.264014045649071,2.98850086247122,0.00280349709091438,0.714570636008058
"chr9:85618983|85633374",31.7025705064939,-0.357755260507349,0.120342838387135,-2.97280058624239,0.00295096105545462,0.714570636008058
"chr6:130184103|130184623",21.8701095991897,-0.644064344340116,0.217158115409893,-2.96587738903712,0.00301820790783709,0.714570636008058
"chr4:102714438|102726683",86.7874288368038,0.281969132295153,0.0957661074365325,2.94435202435291,0.00323631664495756,0.714570636008058
"chr5:122019260|122022407",3.91964781612843,-0.868632860329939,0.295505563238624,-2.93948056615269,0.00328762887204997,0.714570636008058
"chrX:17133824|17138961",11.9817628876542,0.502929957684041,0.171122490581297,2.93900559754364,0.00329267127370629,0.714570636008058
"chr8:73688654|73739868",2.15465157656554,1.74184312673079,0.592895126609175,2.93786042177907,0.00330485776660272,0.714570636008058
"chr1:13731000|13749487",17.3835962772733,0.417353484254906,0.142137179278997,2.93627245434281,0.00332182425203964,0.714570636008058
"chr16:53255600|53274302",1.67179831819191,-1.86656301432334,0.636653810653041,-2.9318335696581,0.00336967275264418,0.714570636008058
"chr16:68121987|68126610",41.1174480912276,-0.331743375777072,0.113367093267322,-2.92627574912602,0.00343046724042128,0.714570636008058
"chr9:112403995|112418958",1.60506753142237,1.86423114909131,0.637979226155346,2.92208754245139,0.00347693798367871,0.714570636008058
"chr15:50002153|50018976",5.43449372656266,0.949198540128955,0.325000324544613,2.92060797618883,0.00349349114710442,0.714570636008058
"chr6:53071057|53076543",45.0486605772874,0.330398250028249,0.113277911623928,2.91670498945232,0.00353750185458174,0.714570636008058
"chr2:71526220|71539239",14.9821325365294,0.544364711316729,0.187332843794161,2.90586904192236,0.00366234692571482,0.714570636008058
"chr2:8908621|8958642",73.9357365368781,0.29619694103439,0.101956828074579,2.90512118342606,0.0036711093418365,0.714570636008058
"chr8:130118161|130126089",2.99756301727142,1.13165116528681,0.391270908255388,2.89224458402148,0.00382500048650704,0.724771304361306
"chr11:4070026|4074679",1.3143977704606,2.12619110076228,0.736061297937371,2.88860602604756,0.00386953552242865,0.724771304361306
"chr14:99257471|99257839",32.3166885662685,-0.491876724551677,0.170748789893463,-2.88070401470241,0.0039678806506595,0.728389922521334
"chr22:38498085|38501280",2.8114494956143,1.20137469516079,0.417816388348259,2.87536518112694,0.00403560448661966,0.728389922521334
"chr17:55401469|55403868",2.43777627340609,-1.12821269477304,0.395549579870775,-2.85226619414341,0.00434087326657413,0.769497302094311
"chr3:71710412|71728623",8.44953331088876,0.598232223683065,0.211055371389295,2.83447997435524,0.00459003346311081,0.792579194206339
"chr14:80895718|80906081",5.06150711031848,-0.816822979269427,0.288461232701988,-2.83165599626101,0.00463076390288784,0.792579194206339
"chr8:22474954|22475624",12.053869349285,-0.797791672992012,0.283084783034543,-2.81820755054384,0.00482925818704153,0.812543152928157
"chrX:101035613|101042312",1.0164371987733,-2.47382128966651,0.881255111841125,-2.80715681126454,0.00499809048379857,0.826934070544474
"chr14:54408745|54415930",1.70978079053165,1.96373055445623,0.702437025416056,2.79559659215445,0.00518040187404556,0.832666557183418
"chr16:74915870|74916259",2.69317697974998,-1.04029429981999,0.372285560948258,-2.79434501077675,0.00520049627736193,0.832666557183418
"chr5:172052929|172061268",3.27731374046942,-0.905634821058162,0.325215201853636,-2.78472474809386,0.00535731793569785,0.833965310763939
"chr13:50927407|50949505",31.254116895962,-0.309877618930914,0.111324296407975,-2.7835578479229,0.00537662736868058,0.833965310763939
"chr1:176162869|176176007",1.12962611886518,2.24909495422702,0.816849730361861,2.75337662562572,0.00589839971638445,0.890911416262738
"chr1:113825142|113834439",6.19180460983131,1.05176683858442,0.382715303927403,2.74817031822676,0.00599288696099978,0.890911416262738
"chr16:31297514|31297954",31.8548007607992,0.373670506075043,0.136175081114896,2.74404467407486,0.0060687278470282,0.890911416262738
"chr9:77381976|77407607",5.01201479222145,-0.966232394687569,0.352840967829784,-2.73843596062715,0.00617321818290756,0.890911416262738
"chr11:47358844|47360040",13.0602898641373,0.495114257895728,0.180900878919085,2.73693671835164,0.0062014221069506,0.890911416262738
"chr7:66286511|66286709",2.73675720181018,1.29541489006061,0.474046557029435,2.73267439843504,0.00628224026779407,0.890911416262738
"chr13:46003139|46020557",3.4746748753155,-0.881756978499398,0.324598969494939,-2.71645033214792,0.00659860951754642,0.909324507374511
"chr19:47362476|47362693",12.2787126992415,0.538067937364982,0.198435804781839,2.71154662817295,0.00669701212104743,0.909324507374511
"chrX:1288519|1288888",4.79385850349685,1.15331793079355,0.426024550476592,2.70716307194818,0.00678609146427912,0.909324507374511
"chr17:67945409|67975958",15.2116776558582,-0.439018614540734,0.162273858442311,-2.70541798139845,0.0068218492120555,0.909324507374511
"chr19:37425868|37426378",3.74808107081701,-0.758526013516523,0.280937726659902,-2.69997918234307,0.00693438149716681,0.909324507374511
"chr3:179413412|179419505",5.92026070910592,0.661940227016123,0.245283739325049,2.69867146039764,0.00696168656799263,0.909324507374511
"chr4:94573351|94586444",13.0601485200481,0.44715695687825,0.166698006261681,2.68243734226974,0.00730878417482186,0.942263642902034
"chr16:10428868|10440462",2.72000931454473,-1.06403343881216,0.398246182994544,-2.67179820986944,0.00754460024959476,0.960195470227272
"chr16:88027483|88038011",35.0792256097048,0.289570118594967,0.108933681757306,2.65822392049599,0.00785536814096948,0.987091639688659
"chr9:85677436|85712566",9.9004737418828,0.527329935234329,0.198731681735197,2.65347694252887,0.00796672133199273,0.988570533283648
"chr14:101901719|101906529",9.82154759470322,-0.613470262317258,0.232293191074623,-2.64093088342045,0.00826785843404193,0.999941730633067
"chr9:33351560|33352719",8.12355516087749,-0.501221956811739,0.190042607203469,-2.63741886194556,0.00835396079035412,0.999941730633067
"chr6:144513909|144516948",3.29521437916318,-0.893328406023676,0.339513828833749,-2.63119887956351,0.00850842292173504,0.999941730633067
"chr21:33421480|33432871",6.0328534605021,0.677950070022105,0.257802508565702,2.62972642816362,0.00854536038147517,0.999941730633067
"chr1:167951800|167975015",14.7346803810892,0.41114900457331,0.156681052115281,2.6241143968755,0.00868746008949164,0.999941730633067
"chr2:227491547|227524915",11.8154278324129,0.577457925176842,0.220202526991781,2.62239463400161,0.00873142619211325,0.999941730633067
"chr8:47279862|47294030",3.79327092853878,-1.16189792609684,0.444175364818677,-2.61585404803157,0.00890045936310057,0.999941730633067
"chr3:149846011|149852596",0.888418038476477,2.31059486129663,0.884189317774841,2.61323544047275,0.00896894925660222,0.999941730633067
"chr9:85585463|85633374",3.59188142016602,-0.877461573631894,0.336509631719339,-2.60753776689437,0.00911960096832889,0.999941730633067
"chr10:31908172|31910563",21.6853905256533,-0.409067061400209,0.157013845194007,-2.60529293384773,0.00917957404894383,0.999941730633067
"chr11:1286002|1295794",3.0189602227279,1.0897182743052,0.419264810216895,2.59911694888359,0.00934639251616041,0.999941730633067
"chr14:99458279|99465813",89.2374740840891,-0.245851775612929,0.0946231190569707,-2.59822100627339,0.00937081599634104,0.999941730633067
"chr18:58696366|58700591",13.3835886016696,-0.419404753067921,0.162180236114715,-2.58604108068547,0.00970853586368733,0.999941730633067
"chr12:2820086|2821792",8.4026558615227,-0.584176091066628,0.226652183911438,-2.57741214306979,0.00995431830190828,0.999941730633067
"chr9:135850137|135866536",1.05493028520376,-1.95404487590528,0.758679860637897,-2.57558553651645,0.0100070518309243,0.999941730633067
"chr1:235830226|235833667",20.1908518043122,0.333525909670931,0.129793072862025,2.56967419228514,0.0101794200768656,0.999941730633067
"chr9:4823548|4833228",2.8589781618308,-0.943530953852555,0.367906394044576,-2.56459515008656,0.0103296252867758,0.999941730633067
"chr20:49849579|49855581",1.96892715825486,1.55380664663208,0.606837086133326,2.56050047391252,0.0104521520898423,0.999941730633067
"chr1:7777160|7778169",134.600968854366,0.274362984236466,0.107205982617143,2.55921337166676,0.0104909328382157,0.999941730633067
"chr7:66240325|66241270",3.52360767926766,1.16155641791101,0.454011581441624,2.55842904760869,0.0105146274595018,0.999941730633067
"chr17:35478075|35480195",11.9104005896287,-0.499418470436376,0.195598077828759,-2.55328925508973,0.0106710834450512,0.999941730633067
"chr4:128936655|128959777",8.68886257496713,0.509377041847521,0.199543132192616,2.5527164791411,0.0106886463943336,0.999941730633067
"chr19:4354949|4355173",1.62379653346164,-1.47330105094898,0.577441823863737,-2.55142767645567,0.010728258786361,0.999941730633067
"chr15:41668828|41669958",39.3873876542486,-0.357218487606512,0.140440149583352,-2.54356385026849,0.0109728000395781,0.999941730633067
"chr2:40428473|40430301",10.0619462884516,0.522848357865222,0.206478216399963,2.53222042974464,0.0113342713680725,0.999941730633067
"chr13:21381434|21401685",1.18389410944187,2.8931246284637,1.14435769088155,2.52816462153105,0.0114660575138344,0.999941730633067
"chr2:32633876|32640410",3.16497977804883,-0.845287093439832,0.334372670311778,-2.52797901410921,0.0114721209029575,0.999941730633067
"chr15:64974602|64983593",23.7616580468909,0.307955239135596,0.121829462580786,2.52775669047533,0.0114793874763831,0.999941730633067
"chr5:172055588|172057473",3.2255698445839,2.09105190366787,0.828049596593044,2.52527374238375,0.0115608198040972,0.999941730633067
"chr2:189791790|189818180",8.07098371316345,-0.484937676357874,0.192140343746248,-2.52387222226641,0.0116070109180195,0.999941730633067
"chr17:48112031|48113401",13.63944186054,0.422924908995125,0.167996829524471,2.51745768174464,0.0118205168410257,0.999941730633067
"chr1:61899583|61901459",1.04011976939074,-1.85226685124999,0.739356871132947,-2.50524059972782,0.0122368121201024,0.999941730633067
"chr1:171568247|171575128",6.25282393327856,0.659954560111263,0.263885981279168,2.50090799409723,0.0123875355699943,0.999941730633067
"chr3:170136419|170149244",73.3095936369138,0.20500941241636,0.0819848849060357,2.50057571772315,0.0123991624636256,0.999941730633067
"chr6:144537582|144539443",19.855957669646,-0.32607267357173,0.130814860975406,-2.49262714603223,0.0126801922312438,0.999941730633067
"chr16:68025415|68038149",2.3158825261154,1.26618422428831,0.50806241269701,2.49218244185172,0.0126960804386279,0.999941730633067
"chr11:130260856|130261929",31.2895979785259,-0.393206900061038,0.157790367814952,-2.49195756056649,0.0127041216107156,0.999941730633067
"chr14:58223622|58223856",1.24958731442016,1.81921915005901,0.730266947424486,2.49117005291703,0.0127323163881844,0.999941730633067
"chr3:43549720|43565727",6.42001329015899,0.588636809865915,0.236344066790282,2.49059271028046,0.0127530218931548,0.999941730633067
"chr6:158707230|158725637",6.50543389130375,-0.569108794002073,0.228513077065613,-2.49048676474067,0.0127568247011663,0.999941730633067
"chr1:28473554|28476291",4.00418708649466,0.774072658992029,0.310926666637128,2.48956664722303,0.0127898936166204,0.999941730633067
"chr12:10386903|10393867",15.0378421496193,-0.561471932644062,0.225736346030501,-2.48729078200015,0.0128720140287618,0.999941730633067
"chr18:56756583|56758953",7.30955624627976,-0.631518654783894,0.254821337468637,-2.47828011993549,0.013201745351401,0.999941730633067
"chr12:123498544|123499536",12.55646920796,0.422219859073618,0.170458819302673,2.47696106778676,0.0132506354945624,0.999941730633067
"chr10:110124017|110126503",1.8998285842307,1.18607724192139,0.47907226993343,2.47577936849946,0.0132945705694235,0.999941730633067
"chr12:128945326|128957643",8.57427569284877,0.682607344695276,0.276232799161594,2.4711306795105,0.0134686590882615,0.999941730633067
"chr2:31917926|31920910",10.6086946571545,0.509410711791441,0.207240815709693,2.45806170009017,0.0139689172489382,0.999941730633067
"chr10:84371014|84373815",9.35595309884136,-0.479584004541008,0.195578049482545,-2.45213614620802,0.0142010919442287,0.999941730633067
"chr16:3979116|3983440",1.12470178170699,-1.96713654382504,0.802955087918557,-2.44987119880429,0.0142907324268312,0.999941730633067
"chr20:47246008|47246517",4.07980107868662,-0.702130737420434,0.286852827590304,-2.44770373476411,0.0143769817936564,0.999941730633067
"chr1:231537213|231542611",9.52751233154474,0.434519518676919,0.17759869023241,2.4466369549702,0.0144196002491408,0.999941730633067
"chr2:181474960|181485992",1.11345384206255,-1.7759858232492,0.72640038456203,-2.444913109896,0.0144887043511642,0.999941730633067
"chr18:44701175|44701832",3.21425490619596,-0.995344397652645,0.407583063748253,-2.44206515476666,0.0146035107561103,0.999941730633067
"chr4:128992167|129003876",137.093885124459,0.184635845933681,0.0759573937549683,2.43078174231858,0.0150662872594635,0.999941730633067
"chr5:50788523|50797233",2.62393741045201,-1.04565617356528,0.431847303087187,-2.42135626664819,0.0154627146132351,0.999941730633067
"chr1:88740988|88786213",7.10741911466783,0.574093867258764,0.237370396008866,2.41855714491592,0.0155821978380858,0.999941730633067
"chr8:132777796|132798860",0.841625532920306,2.41791624062595,1.00174410519859,2.41370648260178,0.0157911776082022,0.999941730633067
"chr16:69368376|69372355",1.54467600122035,1.61095898879189,0.668056017814642,2.41141303398731,0.0158908410890104,0.999941730633067
"chr6:34606555|34606904",5.16098576154815,-0.635003813786825,0.263571329510955,-2.40922946727569,0.0159862431576726,0.999941730633067
"chr8:132727798|132757294",16.5636615337142,0.466444806616035,0.193987354380631,2.40451140800036,0.0161941007649041,0.999941730633067
"chr14:63998914|64022863",3.66852344901357,-0.788816674298658,0.328613444562534,-2.40043944443225,0.0163753999220097,0.999941730633067
"chr9:133412299|133412921",7.90267117250881,-0.601768924169373,0.250768800177209,-2.39969614937793,0.016408685996302,0.999941730633067
"chr4:84739010|84740416",2.10587929893664,1.23983714267467,0.517190223363552,2.39725556800238,0.016518397931854,0.999941730633067
"chr11:47358844|47375732",8.48742280622391,0.541220476640864,0.226043009855425,2.39432520822928,0.0166509777725515,0.999941730633067
"chr7:73686636|73687095",6.72867476778127,-0.522575839476301,0.219349446043982,-2.38238960207595,0.0172006885871783,0.999941730633067
"chr17:60460663|60462061",3.0522229765335,-0.960489244986026,0.403493295924469,-2.38043420965741,0.017292248563521,0.999941730633067
